rowname,Gm10847,Gm10851,Gm12752,Gm12753,Gm12801,Gm12802,Gm12818,Gm12832,Gm12864,Gm12877
ABCA17P,0.37752096681194663,15.408413929439927,0.5601252428166117,0,0,0.27699459006198046,1.4133010155696366,0,7.99802264526121,0
ABCA2,18.38677276946946,15.002651815251035,18.928865308224747,6.715819465139313,2.2575111663674545,40.23419599120919,51.94264282738828,10.016907255089107,29.453166975713422,24.152415935074327
ABCA3,155.52505681546222,43.86914586005946,27.359178117636304,77.35145475856466,136.43671214946247,85.2568171763377,48.29787398609138,33.24546804362585,38.44367577641273,29.60164650228786
ABCA4,0,0,5.093818467400663,33.8667369200578,0,0.39841998824749425,0,0,3.209690390211166,0
ABCA5,1413.6173040013105,1303.620131730797,1613.7658769954987,1563.8527981573957,1466.2393827120395,1862.2919573490576,1490.427059642295,658.7112961407335,1194.720826830769,1592.6303774699807
ABCA6,214.06468699430403,249.16001149063777,227.8133270878784,38.52526222511528,184.22859176393635,535.3463150109437,373.32076237678973,236.29817560628567,177.62570747191853,625.0212273441286
ABCA7,214.1320386994146,248.07465857000358,167.45023917537966,133.81021584718692,117.79692010151487,124.53774518192425,231.3565805208951,291.4617007535537,118.40452344620704,333.6009403653161
ABCA8,0,5.6658872028827885,24.974894813088632,29.786090230697738,1.032155363109632,0.9228921151310244,1.929134644502591,0,0,0.4720308149408739
ABCA9,18.242854209564722,7.785070798062172,36.409235622202665,3.450526282963065,37.32728133536567,50.27127089457327,6.337056530152888,3.4522889362799742,26.104534658288372,50.32562971407522
ABCB1,13.617321198008707,12.522822641784826,81.6436917407048,43.731285945076245,15.232236709616348,9.734737162316963,21.132126711517394,32.66935377492829,22.950499878262764,39.74915124516784
ABCB10,299.2614031439144,239.03254598645654,254.13538084512828,440.0451452515044,250.50897602271715,475.04684177306956,319.6123776908195,245.8790607193121,281.9202360282272,329.8027707384467
ABCB10P1,0,0,0,0,0,0,0,0,0,0
ABCB10P3,0,0,0,0,0,0,0,0,0,0
ABCB10P4,0,0,0,0,0,0,0,0,0,0
ABCB11,0,2.0534092182155392,0,0.9060787872249875,0,0,0,0,0,0
ABCB4,35.39262874521054,85.34861747790146,90.00616066585137,74.06576123471042,50.00286150551994,87.65185445919045,35.72034916031002,78.10110637600975,42.66492399922587,58.90048423568644
ABCB5,0,0,0,0.6878278212590645,0,0,0,0,0,0
ABCB6,135.51228428050695,210.64196553481412,140.64801469051443,177.60584244015072,148.67174773539537,161.09805570079928,240.07742399225268,197.80592354382705,179.96312500197766,243.68143581572326
ABCB7,427.4271160486341,315.102764058846,295.89840676746917,433.0974612793704,307.0823690006897,464.69695111796034,397.6353196421074,550.1714347665825,512.2943398322475,350.39000288212117
ABCB8,90.78967345958054,71.55559803518472,124.6893117889235,141.05823258890652,135.93648009016923,104.06072874652364,152.8167719934368,123.129572521265,150.7460737828306,98.4941717729632
ABCB9,31.032583594748715,14.254652313296601,9.585629258685094,14.695301275565917,36.67501674135313,8.41242137298296,8.249044013850613,1.3489591931899998,4.611769866497862,16.32112169591268
ABCC1,857.4702920378248,775.7124417507168,524.5101316288841,951.352759129716,708.2956353968339,909.5963929904101,790.783703376372,776.1945988951534,752.3736975371708,637.4199299885272
ABCC10,154.86864738909992,243.40459760781644,115.29404242259946,174.88991788317662,101.62932785616862,179.53686122463378,181.82142929548795,152.6434492714262,92.99123131903217,174.60583542373564
ABCC11,0,6.818506639567681,0.46364963015325766,0.6116179240623216,0,0.3735272532923148,4.429474521004178,0,1.4612959489307693,0
ABCC12,0,1.2814033226238013,1.2946420794801403,2.817335594845167,1.1660367744827154,8.629054489367501,0,0,1.3628288968471325,0
ABCC13,0,0,0,0,0,0,0,0,0,0
ABCC2,6.536046303565555,6.730399429603154,11.950528647678311,10.91818992238772,8.176248365963788,4.816876912711465,11.936403536052106,18.327697141412777,13.56172024176066,5.51458618991719
ABCC3,0.2945017472877786,26.483634524190702,4.297281958294028,3.4778611027768846,0,12.019793154802136,30.482839311399506,33.686881779325894,20.17483073938852,0
ABCC4,912.1213214135317,934.8527178869856,622.6939076676041,870.7392277142363,522.4098652956995,764.429223054652,665.9016033568706,860.5361996284123,547.4041220962366,926.4427567584835
ABCC5,127.48691185586952,71.53901741641019,77.47003321532587,209.6757578579603,68.56149548915954,92.41720105388454,106.66712785272937,69.55536505789986,123.98286957034667,68.31664069739422
ABCC6,0,0,0.974055825952483,1.8113943093891904,3.113523806082643,0,0,1.1273791433235962,0,0.5238394292113288
ABCC6P1,0,0,1.414008322946351,0,0,0.6104392233077615,0,0,0,0
ABCC6P2,0,0,0,0,0,0,0,0,0,0
ABCC8,1.5508366197166477,0,0,0,0.8965646207502482,0,0,0,0,0
ABCC9,4.348220887070521,4.179069707102106,32.085046550524645,4.749821325354608,12.26959433762869,45.72881627693399,203.71187572853324,38.59641528281159,4.160857809970871,0.85577444202473
ABCD1,44.870156518415456,46.52217580181698,40.575888441305366,48.761126028391246,43.76035008315441,34.795456590679784,46.81098658486993,35.7971333097136,33.298034705981586,37.92830394938687
ABCD1P2,0,0,0,0,0,0,0,0,0,0
ABCD1P3,0,0,0,0,0,0,0,0,0,0
ABCD1P4,0,0,0,0,0,0,0,0,0,0
ABCD1P5,0,0,0,0,0,0,0,0,0,0
ABCD2,67.69500976585755,143.67632730552833,146.52514678480787,224.7499705648512,107.46201834142076,108.14556805969212,101.87752182462815,60.13075209252048,133.88355969811147,109.93908610806153
ABCD3,234.5383322915795,252.73262753481853,389.63876941978685,373.81489007458407,190.15884307510274,306.2780902535712,322.8084851194409,367.05001469062717,334.3177648460006,271.5793946666351
ABCD4,195.23872259133316,175.98007005506682,147.97540222735154,211.2341429516226,253.27875957469092,328.5910024728428,253.3708076736923,253.2986469496819,253.57328499368037,249.4840340117564
ABCE1,2014.6034970165124,1650.7837061023479,1315.2952422756448,1748.5730938212089,1408.3455152110785,1753.3188024670487,1945.9111450382215,1731.4004007490041,2084.0167346101757,1838.051788163852
ABCF1,772.5175554522107,869.1516377700351,831.76769215721,484.98743416328875,1148.311635345141,433.0537223107573,644.3815094484837,638.2114609014441,723.8765144435134,702.0166091098611
ABCF2,198.73992637487467,269.36455171342635,198.85263181637296,313.407699628257,222.87550856251715,237.02358390120037,327.73574404312467,277.4638251596483,283.28832000421426,357.73282525864994
ABCF2-H2BE1,238.12395293567192,213.85558247245964,83.13791597026282,213.91615097494537,80.2974999581111,118.92697162413137,169.7670051616741,176.8719843217777,199.78469231899948,191.22200155667358
ABCF2P1,0,0,0,0.6878278212590646,0,0,0,0,0,0
ABCF2P2,0,0,0,0,0,0,0,0,0,0
ABCF3,264.4172931845663,300.3022652071927,196.08454566290862,188.63059428508305,205.73877739986145,215.0587758945914,286.16090209725326,302.61201149504717,179.42678399975279,234.36006796583416
ABCG1,52.50949542367215,49.878291576765704,46.321804159758614,69.13561797980337,21.117053065657046,41.97648673900417,52.9943213351173,90.35362776378467,8.09035626510995,63.448548565525
ABCG2,0,0,2.066226570876636,0,0,2.497519071242317,0.9041614666278757,0,0,0
ABCG4,0,1.607056574667147,0,0,0,1.9532553467698377,0,0,0.7745577486597695,0
ABCG5,0,0,0,0,0,0,0,0,0,0
ABCG8,0,0,0,0,0,0,0,0,0,0
ABHD1,5.219270035330794,0,0,0,0,0.4038365396960504,0.43968219015341525,0.40773568516217434,3.1247743833918937,2.1380220641444674
ABHD10,284.2201198901463,331.7762875457953,266.0296591404147,282.9333258160526,265.5601900052705,345.66157752609416,320.4696897599318,390.95518200513226,218.60118963532378,256.4583513449813
ABHD11,22.699991555424663,18.869256938619024,20.147012377070254,22.226454725663462,24.165713607450808,24.95364474115388,25.821819155333582,35.8022408897176,29.94042852169911,50.066478605320164
ABHD11-AS1,0,0,0,0.6340102933846862,0,1.6423140439875603,0,0,0,1.220660008375968
ABHD12,209.28681103260521,201.2753115281276,143.34875142345146,214.39159051327758,159.20839564747934,233.91503459925312,209.3335572214744,233.9962429789315,223.19461058478925,220.6415757575853
ABHD12B,0,0,1.0342844283631285,0,0,0,0,0,0,0
ABHD13,217.84778786649954,206.11527819879913,287.7576037546184,236.0440415581759,221.10277483133805,300.95336777976263,286.7401403901619,238.93041092263016,211.7262431045977,231.12352626077563
ABHD14A,20.41375033536859,18.015172809635306,14.68365672482773,16.92408042325658,18.304821023574252,15.60554199574768,23.526034192665144,38.09307851811183,25.210238802589224,28.095299447424555
ABHD14A-ACY1,12.504096732253162,10.34922819507219,1.7342551141183602,2.544076478241537,4.425178653300218,14.917371783585125,1.3769975475336387,8.187225693049186,0,4.856739299704064
ABHD14B,323.8208740272077,394.14653446907164,282.33016100011497,325.7978029450494,339.5729183488753,345.42221962648955,365.44563677998565,363.23365988580906,359.5760625498866,383.9846841106119
ABHD15,47.480807931813025,55.68164948801459,44.2770759228492,86.90738283779831,50.64574418104278,53.91784030772814,70.36749996763646,29.273332035268442,113.62163419364109,41.20177279513494
ABHD16A,80.98167892992025,62.090417245980824,81.74627970510572,114.77474912099301,164.26134685715004,137.26188764892908,89.84769780395531,79.55468106692055,93.90269375562552,104.41020490949793
ABHD16B,0,0,0,0,0,0,0,0,0,0
ABHD17A,309.8709754275172,431.363053898957,190.8863407445015,321.3583516515226,242.98666428908436,330.80620609894316,462.1448437403933,457.1894124356748,500.4573873310364,420.55287190068054
ABHD17AP1,0,0,0,0,0,0,0,0,1.0770301176309531,0
ABHD17AP3,0,0,0,0,0,0,0,0,0,0
ABHD17AP4,0,0,0,0.6878278212590646,0,0,0,0,0,0
ABHD17AP5,1.162101438440857,0,1.0166221795242851,1.9359270403651088,0,3.2516300537248966,7.319643434944413,1.710664465510783,1.114889798680059,0
ABHD17AP6,0,1.3652822841000027,0,0,1.2235317709182143,0,0,0,0,0
ABHD17AP7,0,0,0,0,0,0,0,0,0,0
ABHD17AP8,0,0,0,0,0,0,0,0,0,0
ABHD17AP9,0,0,0,0,0,0,0,0,0,0
ABHD17B,163.80880646813455,169.4740187042778,150.8053360152651,207.61650827567814,162.31112294955307,273.0946757270112,231.85065124678397,211.13349519278984,175.61202870626894,207.17535315886897
ABHD17C,41.145721116292286,51.89999168379282,27.147967452222918,18.676632208105687,32.69211354018811,81.26377110597643,89.71724792919663,56.04081677622655,71.53479947029004,46.848263825921585
ABHD18,288.0745812020417,253.47010172638642,358.28875600287034,333.54716375348835,315.12148708420307,269.25004670440046,281.9723813448926,268.313955980207,288.24719318287487,274.2686709211475
ABHD2,841.4038785144832,552.8294846723645,539.3587527982068,679.3885248927613,518.9799493427522,623.7014890551956,579.6592158996149,656.6184392236884,517.7100198861424,785.6613566808925
ABHD3,154.26359918364136,183.09421173343407,113.21190584258655,135.23802806546135,145.97494814138068,178.86331756775428,231.70081165181213,179.05519236318304,147.70534376705393,136.5676648057072
ABHD4,156.2901315205363,252.0130404006668,170.65214977012025,164.7290029483116,200.46638279671433,215.38173757545437,266.26202812789876,369.1087604870286,106.82139400516827,246.09376301607617
ABHD5,119.22962806242191,64.79644613283608,203.53957499177304,142.23962297646193,121.63984700867208,88.57569481811277,158.70667666012588,96.48931984240534,87.1748749214557,247.0419982797235
ABHD6,94.54047119729448,149.47490057397803,173.08067322067566,148.24342782022867,98.92672108012583,153.32948136779723,86.9017667371805,383.368858954367,97.7574777772171,122.17299320276304
ABHD8,41.67041168163168,96.35873778144405,52.73896478049938,70.27745596080977,51.665766993923036,50.00212415159563,83.75618451344474,73.37435203099707,84.79684635142624,71.93315531966765
ABI1,1057.9762295316734,957.9193715885814,1147.8573841570264,787.1409254428253,1145.6337063537853,956.0505814455315,628.3275413307365,741.8366433960858,770.870561392683,807.0388804071455
ABI1P1,0,0,7.107885656150902,0,0,3.255472170510486,0.9060990977088822,0.8448118647050873,0,2.2693994093212635
ABI2,625.7210399874965,505.79856418959724,526.0246806680485,856.3873048534705,1027.5598735267656,395.5909193765389,529.0621293400445,496.8328817714263,420.64763150752805,460.6811888081798
ABI3,195.56711459963697,342.1008441282753,197.21304144526388,242.1909676721016,175.450606440409,253.6007086470748,221.8616007641229,230.74669181206383,284.1573625430546,288.39457638276053
ABI3BP,1.2617849318877288,1.9045140435228276,0.5736748372048296,4.994250420196877,15.897993770762335,1.7360306677880157,0,0.5861500706285869,7.651391581481399,0.7814650327509165
ABITRAM,120.70290728890926,118.97754202308181,158.65399643907753,105.40021114038015,121.1625502277263,90.99940402364723,103.19252341522265,116.42882401162004,162.03574142009123,129.91460140761717
ABITRAMP1,0,0,0,0,0,0,0,0,0,0
ABL1,456.58185617887983,428.0586647291319,376.956458303337,368.6036655717655,330.57693661814653,537.1298861645732,393.77598479410625,316.1964583106396,280.72156182498816,440.3756788330872
ABL2,211.1174177170504,188.34685061868777,175.55479961143138,196.72932794467707,160.8031789791351,211.63822799757648,230.75693544585283,256.5209260560221,196.10274492890503,152.65442806965004
ABLIM1,624.0374367551225,732.4003744923463,204.5723402044604,133.66850149272858,1490.3720531269216,573.0618769292967,210.8831687411292,259.1557153755476,532.7858626162435,18.71198095581833
ABLIM2,0,2.4783533315095827,0,0.5998259093521218,0.9240748997118744,2.4394035140937786,0,0.6275393994026179,1.6233475305294234,0.8377621319937899
ABLIM3,0,0,15.441002806474934,3.5755861720265623,0.6291134966063044,0,0,0.9891749925189963,0,1.6996709119327065
ABO,4.512896197523181,5.421625037993094,0,3.4159304362793637,2.4703953703006993,0,3.6062628978065425,1.6702710296417913,0,0
ABR,876.8706507067027,852.0994040841954,575.7165218718292,884.576677523511,834.9047028056607,971.3997476080599,949.2650221263433,930.1102906424073,1115.5272129597977,886.4451000426691
ABRA,0,0,0,0,0,0,0,0,0,0
ABRACL,468.619743644122,506.9215945028029,615.9407134596447,349.54037166818966,342.9730034174154,239.53620436642575,437.63051021372644,350.3765708211951,377.8742641256177,259.19054407122997
ABRAXAS1,183.19950301683718,143.82455029701734,120.42816854348281,85.89880437365188,154.33889579704314,160.1066988087235,142.7354971514946,110.07925657902318,163.0613606915143,168.91720045575772
ABRAXAS2,237.6115294495226,214.76243536900134,260.2727907564965,304.0382185176833,228.52836054589355,248.53766774954232,229.2093965633569,189.98128955846724,233.96464599908336,250.85541695677261
ABT1,204.80335960147596,248.74962552332468,176.939901688621,203.12881431164107,156.8817190982496,235.27427145602107,258.9905254090551,277.86296746316253,210.14048652800022,211.84043265902133
ABT1P1,0,0,1.063920691876365,0.668667890713285,0,0,0,0,0,0
ABTB1,49.29100287709899,45.59383866616724,36.95522676962699,60.89363897930146,39.556650810188906,97.78039876910829,99.41007613009799,65.85947505335415,101.72525241686736,74.65251852500423
ABTB2,71.71030044132368,89.78916251114795,128.2186499833221,23.174180259612562,141.37789537142206,23.04761924694872,64.53693559034642,100.16378090884636,40.59827659280131,187.9360330264768
AC000041.1,0,0,0,0,0,0,0,0,0,0
AC000077.1,0,0,0,0,0,0,0,0,0,0
AC000078.1,0,0,0,0,0,0,0,0,0,0
AC000081.1,0,0,0,0,0,0.8345539377172466,0,0,0,0
AC000089.1,2.348647283986774,0,16.22279727442762,1.2713159743049487,17.507135590413714,1.6174740301974664,4.602822366221355,0,0,2.33698703566664
AC000093.1,0,0,7.225975267786322,2.044874417277621,0,0,0,1.6748529080488905,0,5.5722522535050585
AC000095.1,0,0,2.079000265435202,0.6570096363386385,0,0,0.9384487029467153,0,0,0
AC000095.2,0,0,0,0,0,0,0,0,0,0
AC000111.1,0,0,0,0,0,0,0,0,0,0
AC000111.2,0,0,0,0,0,0,0.9009218137638964,0,0,0
AC000120.2,0,0,0,0,0,0,0,0,0,0
AC000120.3,0,0,55.43713524316578,0,81.42177763682913,0,13.520972559974037,8.362401432243937,9.743175225908608,0
AC000362.1,0,0,0,0,0,0,0,0,0,0
AC000367.1,0,0,0,0,0,0,0,0,0,0
