rowname	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
RN7SK	80.43670265065192	0.9097432531142531	0.5588741983277942	1.6278140158130276	0.10356432770924817	0.9944832763750364
ICK	217.0232723394725	0.08512065440851573	0.15690694806555966	0.5424913011050995	0.5874800984287878	0.9944832763750364
LOC102724620	0	NA	NA	NA	NA	NA
FBXO9	313.3912070945647	-0.09578111779647099	0.14741881135056073	-0.6497211374788816	0.5158723677085368	0.9944832763750364
GCM1	0.35506117670685455	0.4453278891342283	2.519823989642777	0.17672976008033014	0.8597206636449121	NA
ELOVL5	970.2006755371806	0.06566593568313996	0.15509009184904562	0.4234050989347199	0.6719997253222759	0.9944832763750364
MIR5685	0	NA	NA	NA	NA	NA
RPS16P5	1.3352204527755445	0.20087674777936332	1.348638060997258	0.14894785605474006	0.8815947786925789	0.9974613506984019
GCLC	155.49422781315002	0.0925690490203404	0.15522187801299925	0.5963659904474812	0.5509307552045456	0.9944832763750364
RP1-27K12.2	0	NA	NA	NA	NA	NA
RP11-345L23.1	0	NA	NA	NA	NA	NA
KLHL31	1.1077910482291802	1.2256975976522837	1.5405035533963716	0.7956473679985805	0.42623702638908584	0.9944832763750364
LRRC1	35.857087452148505	-0.5354945443343025	0.8631808099561391	-0.6203735511236779	0.5350118813439757	0.9944832763750364
MLIP-IT1	0	NA	NA	NA	NA	NA
MLIP	0	NA	NA	NA	NA	NA
TINAG	18.365481033997742	-0.8213896578199579	1.0990629768449842	-0.7473544966257285	0.4548496047993774	0.9944832763750364
FAM83B	0	NA	NA	NA	NA	NA
HCRTR2	0	NA	NA	NA	NA	NA
GFRAL	0	NA	NA	NA	NA	NA
HMGCLL1	0	NA	NA	NA	NA	NA
BMP5	0.6732294945363251	1.617682951789128	2.2843059287019796	0.7081726363632697	0.4788380567596958	0.9944832763750364
COL21A1	0.40396014356519744	0.44640856901940335	2.9913660080954263	0.14923234663070445	0.8813702968458513	NA
DST	4262.5559716382695	0.2366101062342218	0.21211298656897473	1.115490899739329	0.26464011599108406	0.9944832763750364
LOC101930010	2.0204231160499138	1.2193897104817153	1.2005505744768543	1.0156920802883045	0.30977604055823116	0.9944832763750364
BEND6	14.338957328564687	-0.037034252528008814	0.45243386347253267	-0.08185561585457489	0.9347615293585327	0.9980999568853166
KIAA1586	396.0763278642254	0.14862145549599182	0.14221438371714112	1.0450522064743755	0.29599884146495276	0.9944832763750364
ZNF451	919.9147912515151	-0.07929436264339354	0.13077048085514553	-0.6063628589943622	0.5442738259710822	0.9944832763750364
RP11-203B9.4	1.0917438864621165	-1.835001186297765	1.7372701965774509	-1.056255492043121	0.2908515043045761	0.9944832763750364
BAG2	247.10587561268463	0.11430786056535953	0.13663367878410007	0.8366009140834275	0.4028169316199044	0.9944832763750364
RAB23	72.68854739409906	0.03096040679271139	0.3099627788708943	0.09988427289718879	0.9204362023139142	0.9980999568853166
LOC100506188	0	NA	NA	NA	NA	NA
PRIM2	193.32974645749462	-0.1427114298852276	0.1820353538693129	-0.7839764466175245	0.4330539308942678	0.9944832763750364
MIR548U	0.11582046131555006	-0.14513659473454935	3.160746997927919	-0.04591844738908115	0.9633752507948016	NA
TRNAI12	0	NA	NA	NA	NA	NA
TRNAA20-3	0	NA	NA	NA	NA	NA
TRNAA-AGC-3	0	NA	NA	NA	NA	NA
TRNAI25-2	0	NA	NA	NA	NA	NA
TRNAA9	0	NA	NA	NA	NA	NA
TRNAM5	0	NA	NA	NA	NA	NA
TRNAA14	0.09027853278288553	-0.1451365947345489	3.160746997927919	-0.04591844738908101	0.9633752507948017	NA
LOC101927268	3.1358281511744424	-0.10618888316351309	0.7431686667294655	-0.1428866526771491	0.8863797000242507	0.9974613506984019
TRNAA30	0.06494637921839805	-0.145136594734549	3.160746997927919	-0.045918447389081046	0.9633752507948017	NA
GUSBP4	27.48666321025476	0.10133909460692189	0.2720280432290767	0.37253179269309206	0.7094969454807842	0.9944832763750364
LOC100996497	21.333048552220184	0.1185845259322727	0.317851888443296	0.3730810803517623	0.7090880994674256	0.9944832763750364
LOC101927293	0	NA	NA	NA	NA	NA
MTRNR2L9	3.573920418331915	-0.1277110223234005	0.7056174979690246	-0.18099185846579843	0.8563739664823274	0.9974113393624806
KHDRBS2	1.6043300542729	1.8236393403860098	1.6588877253010987	1.0993145060826872	0.27163090718819755	0.9944832763750364
LGSN	0.6267150424726331	-2.5602526372576095	3.0735436852264493	-0.8329969896194848	0.40484642707705926	0.9944832763750364
PTP4A1	1732.0057948719855	0.22224095676099506	0.18972239011423173	1.1714007852588402	0.2414377167854852	0.9944832763750364
PHF3	1714.4809679197429	0.2818147501067681	0.1985854186162977	1.4191109904765176	0.15586666024718673	0.9944832763750364
EYS	0.31240614375102765	1.0090081323610403	3.1433871637236543	0.32099390873816824	0.7482150069773794	NA
LOC441155	246.2256780262685	0.07639318332240787	0.10872442976464669	0.7026312622450581	0.48228557477156464	0.9944832763750364
SLC25A51P1	0	NA	NA	NA	NA	NA
LOC102723883	0	NA	NA	NA	NA	NA
RP11-406O16.1	0	NA	NA	NA	NA	NA
LOC102723918	0	NA	NA	NA	NA	NA
LOC101928307	0	NA	NA	NA	NA	NA
BAI3	0.390011318501034	0.4451675350531914	2.4680977444967835	0.18036868112123974	0.8568631399138312	NA
LOC101928330	0	NA	NA	NA	NA	NA
LMBRD1	314.6745748294351	0.0965662292811005	0.19189449351755045	0.5032256398345722	0.6148056400931075	0.9944832763750364
COL19A1	494.99639362371585	-0.48575320855096116	0.46032554241720397	-1.0552384427773323	0.291316286388882	0.9944832763750364
COL9A1	0	NA	NA	NA	NA	NA
RP11-462G2.1	0.21539497060005305	0.4319356563540762	3.160746997927919	0.13665619444936242	0.8913025563595228	NA
FAM135A	311.89544188778177	-0.05941900563103742	0.12973689811519917	-0.4579961945619868	0.6469551752483558	0.9944832763750364
C6orf57	74.28860198698096	0.21957104209431746	0.21620564584674593	1.015565718621229	0.30983623655104725	0.9944832763750364
SMAP1	336.90187417740736	0.25232043419610706	0.19227768070047854	1.3122710513091762	0.1894286960203963	0.9944832763750364
B3GAT2	0	NA	NA	NA	NA	NA
LOC101928394	0	NA	NA	NA	NA	NA
OGFRL1	309.760651798118	-0.1704535392324738	0.32637265280607475	-0.5222666107805132	0.6014847133092571	0.9944832763750364
RP11-154D6.1	0.11582046131555006	-0.14513659473454935	3.160746997927919	-0.04591844738908115	0.9633752507948016	NA
MIR30C2	0	NA	NA	NA	NA	NA
MIR30A	0	NA	NA	NA	NA	NA
LINC00472	0.9275352795111672	-1.5976171009035742	3.067708095924456	-0.520785241277049	0.6025163854619826	0.9944832763750364
LOC102724000	0	NA	NA	NA	NA	NA
RIMS1	2.784946405089744	4.5295541296278845	1.6515492164840322	2.742609232845516	0.006095317319844328	0.5741251012665088
KCNQ5	282.8493861857511	0.18298078813420007	0.24173673051276193	0.7569424296674685	0.44908435397083285	0.9944832763750364
KCNQ5-IT1	11.495956674462528	0.7042435373902909	0.548892269665448	1.2830268821594628	0.19948265819951236	0.9944832763750364
MIR4282	0	NA	NA	NA	NA	NA
KCNQ5-AS1	0	NA	NA	NA	NA	NA
KHDC1L	0.099574509284503	1.0090050248164215	3.160746997927919	0.3192299242798907	0.7495521668391496	NA
LOC102724032	0	NA	NA	NA	NA	NA
KHDC1	10.142439457363826	-0.05923981122711491	0.6216182444325142	-0.09529934450555892	0.9240770632946841	0.9980999568853166
C6orf147	3.527409193874748	-0.8723587814666582	0.8523858456622876	-1.0234318013444392	0.30610372972748806	0.9944832763750364
DPPA5	0	NA	NA	NA	NA	NA
KHDC3L	0	NA	NA	NA	NA	NA
OOEP	0.07894363668832888	-0.14513659473454882	3.160746997927919	-0.045918447389080984	0.9633752507948017	NA
DDX43	13.55442286811259	-1.3816810300406936	2.095667844815589	-0.6593034451803961	NA	NA
MB21D1	186.63183319416396	-0.2836076783553274	0.21281216851195967	-1.3326666437280779	0.18264122428606255	0.9944832763750364
MTO1	251.17434588388937	-0.02936846145842569	0.18121820448652032	-0.16206132017277672	0.871257565509132	0.9974113393624806
EEF1A1	40912.03034820082	-0.4161805226899008	0.15187093894015927	-2.7403565527035147	0.006137256553792771	0.5741251012665088
SLC17A5	136.22699653937042	-0.20187749803733412	0.19523562849235446	-1.034019761640175	0.3011269248850164	0.9944832763750364
LOC101928489	1.882479243216476	0.1104011055442494	1.21952918472528	0.0905276453626808	0.9278679263186197	0.9980999568853166
CD109	552.1475703870527	-0.17375367140269712	0.4746541488852749	-0.3660637367454968	0.7143175161347988	0.9944832763750364
