rowname,baseMean,log2FoldChange,lfcSE,pvalue,padj
AC002553.3,0.5052748752227655,0.05235209842020642,0.394555142502769,0.5451126495928214,NA
AC002558.1,2.2466834993220184,0.05927874077382246,0.38331308518106766,0.5769450216684282,NA
AC002984.1,0,NA,NA,NA,NA
AC002985.1,2.7196916253878705,0.046411317979468736,0.38946189051627783,0.530646278995572,NA
AC002996.1,334.3966786625801,1.508598856946823,0.6560824371712141,0.0012488613619533093,0.01052267300893478
AC003001.2,1.9003675248996534,9.999030344776127e-4,0.38230221363428335,0.9935771570943206,NA
AC003002.1,95.73449607622852,0.10739313939518812,0.18550786561696392,0.5121293486341073,0.74964430143106775
AC003002.2,0.12224767912447149,0.024700620156141873,0.39257793607031544,0.72973583180386,NA
AC003002.3,7.313049965752545,-0.038962833209260334,0.38490956034203216,0.6439170281497871,0.8303626981273128
AC003002.4,2.418425023413636,0.05529733327718702,0.373237296956766,0.6692962480044626,NA
AC003005.1,0.23119467246842756,-0.018218016456708588,0.3924519479081604,0.6568204035530385,NA
AC003006.1,2.038911932835411,0.28851955931329687,0.5173041552387724,0.0648180336295255,NA
AC003029.1,0.268343587560562,-0.017921468946175686,0.39241273222384193,0.6651821649709597,NA
AC003045.1,0,NA,NA,NA,NA
AC003071.1,3.6899581046171877,-0.0010408768992607154,0.365868226688265,0.9939888905728547,NA
AC003071.2,0,NA,NA,NA,NA
AC003072.1,4.949085369212705,0.19294826352989852,0.41739314079978096,0.22484150382259,0.4749936125562004
AC003080.1,0.554688175255205,-0.021108702621876103,0.38833396025931316,0.7731990139850897,NA
AC003102.2,2.082625655104794,-0.08090598556489725,0.3838291600308855,0.4937308059703706,NA
AC003669.1,0,NA,NA,NA,NA
AC003685.2,0,NA,NA,NA,NA
AC003686.1,0,NA,NA,NA,NA
AC003688.1,0.21026114154586667,-0.017396615815387744,0.3923337662446376,0.7165158578687374,NA
AC003958.1,0,NA,NA,NA,NA
AC003958.3,0.15300327948251857,-0.013974287942572354,0.3919706337259402,0.8421879527931846,NA
AC003958.4,0,NA,NA,NA,NA
AC003976.1,0,NA,NA,NA,NA
AC003982.1,0.06112383956223574,0.020004223027277775,0.39209289297111644,0.8639200176954824,NA
AC003989.1,0,NA,NA,NA,NA
AC003989.2,0,NA,NA,NA,NA
AC004004.1,0,NA,NA,NA,NA
AC004006.1,0,NA,NA,NA,NA
AC004022.1,0.12577985187689253,-0.014029119942179239,0.3919748059675175,0.8421889172177842,NA
AC004022.2,0,NA,NA,NA,NA
AC004024.1,0,NA,NA,NA,NA
AC004057.1,481.5414139041269,0.11648829566765356,0.26816545313323153,0.5565935248104086,0.7774801284751099
AC004062.1,0,NA,NA,NA,NA
AC004066.1,0,NA,NA,NA,NA
AC004069.2,0,NA,NA,NA,NA
AC004074.1,0,NA,NA,NA,NA
AC004076.1,1.3815412934202167,0.0510961389309895,0.38924149769159483,0.5183892993089823,NA
